 Iterations, Maximum_Neighbours
      216560 ,          81
      216600 ,          81
      216640 ,          82
      216680 ,          81
      216720 ,          82
      216760 ,          82
      216800 ,          85
      216840 ,          85
      216880 ,          84
      216920 ,          83
      216960 ,          84
      217000 ,          85
      217040 ,          84
      217080 ,          87
      217120 ,          91
      217160 ,          91
      217200 ,          86
      217240 ,          84
      217280 ,          83
      217320 ,          84
      217360 ,          92
      217400 ,          94
      217440 ,          89
      217480 ,          86
      217520 ,          82
      217560 ,          78
      217600 ,          76
      217640 ,          77
      217680 ,          78
      217720 ,          78
      217760 ,          79
      217800 ,          79
      217840 ,          78
      217880 ,          77
      217920 ,          81
      217960 ,          83
      218000 ,          81
      218040 ,          80
      218080 ,          83
      218120 ,          81
      218160 ,          78
      218200 ,          78
      218240 ,          78
      218280 ,          78
      218320 ,          81
      218360 ,          80
      218400 ,          80
      218440 ,          83
      218480 ,          82
      218520 ,          83
      218560 ,          82
      218600 ,          84
      218640 ,          83
      218680 ,          82
      218720 ,          83
      218760 ,          85
      218800 ,          87
      218840 ,          87
      218880 ,          83
      218920 ,          87
      218960 ,          86
      219000 ,          85
      219040 ,          86
      219080 ,          86
      219120 ,          86
      219160 ,          84
      219200 ,          85
      219240 ,          86
      219280 ,          88
      219320 ,          86
      219360 ,          91
      219400 ,          93
      219440 ,          93
      219480 ,          90
      219520 ,          89
      219560 ,          90
      219600 ,          87
      219640 ,          84
      219680 ,          85
      219720 ,          87
      219760 ,          86
      219800 ,          89
      219840 ,          87
      219880 ,          85
      219920 ,          82
      219960 ,          85
      220000 ,          85
      220040 ,          86
      220080 ,          84
      220120 ,          84
      220160 ,          83
      220200 ,          82
      220240 ,          84
      220280 ,          84
      220320 ,          81
      220360 ,          82
      220400 ,          83
      220440 ,          82
      220480 ,          87
      220520 ,          87
      220560 ,          85
      220600 ,          88
      220640 ,          89
      220680 ,          88
      220720 ,          86
      220760 ,          85
      220800 ,          86
      220840 ,          86
      220880 ,          87
      220920 ,          89
      220960 ,          89
      221000 ,          92
      221040 ,          93
      221080 ,          93
